,,subsidiary,entityId,isperson,salutation,firstname,middlename,lastname,title,,companyname,Rep,email,phone,altphone,fax,Address1_AddressName,Address1_attention,Address1_Addressee,Address1_phone,Address1_line1,Address1_line2,Address1_city,Address1_state,Address1_zipCode,Address1_country,Address1_defaultBilling,Address1_defaultShipping,terms,taxable
2,885,,17811,,,,,,,,,,,,,,Billing,,Nail Game,,578 Washington Blvd,Suite 1160,Marina del Rey,CA,90292,United States,TRUE,FALSE,,
3,885,,17811,,,,,,,,,,,,,,Shipping,,Nail Game,,578 Washington Blvd,Suite 1160,Marina del Rey,CA,90292,United States,FALSE,TRUE,,
1,886,,17812,,,,,,,,Cortex Design,Ed Rodriguez,,,,,Mailing,,Cortex Design,,,,,,,,FALSE,FALSE,,TRUE
2,886,,17812,,,,,,,,,,,,,,Billing,,Cortex Design,,61 Elm Grove Ave,Suite 207,Toronto,ON,M6K2J2,Canada,TRUE,FALSE,,
3,886,,17812,,,,,,,,,,,,,,Shipping,,Cortex Design,,,,,,,,FALSE,TRUE,,
1,887,,17817,,,,,,,,QTCL,Mark Mogar,,(281) 770-8151,,,Mailing,,QTCL,,,,,,,,FALSE,FALSE,,TRUE
2,887,,17817,,,,,,,,,,,,,,Billing,,QTCL,,"500 Carraway Crossing, Suite 5213",,Chapel Hill,NC,27514,United States,TRUE,FALSE,,
3,887,,17817,,,,,,,,,,,,,,Shipping,,QTCL,,"500 Carraway Crossing, Suite 5213",,Chapel Hill,NC,27514,United States,FALSE,TRUE,,
1,888,,17828,,,,,,,,DST Innovations,Ed Rodriguez,,,,,Mailing,,DST Innovations,,,,,,,,FALSE,FALSE,,TRUE
2,888,,17828,,,,,,,,,,,,,,Billing,,DST Innovations,,1420 Shaw Ave,Suite 102/187,Clovis,CA,93611,United States,TRUE,FALSE,,
3,888,,17828,,,,,,,,,,,,,,Shipping,,DST Innovations,,,,,,,,FALSE,TRUE,,
1,889,,17829,,,,,,,,"Sunburst Electronics, LLC",Thomas Harbin,APSunburst@sunb.com,(814) 461-9120,,(814) 480-8203,Mailing,,"Sunburst Electronics, LLC",,,,,,,,FALSE,FALSE,,TRUE
2,889,,17829,,,,,,,,,,,,,,Billing,,"Sunburst Electronics, LLC",,420 E. Bayfront Pkwy,,Erie,PA,16507,United States,TRUE,FALSE,,
3,889,,17829,,,,,,,,,,,,,,Shipping,,"Sunburst Electronics, LLC",,,,,,,,FALSE,TRUE,,
1,890,,17834,,,,,,,,NorvaNivel,Ed Rodriguez,,(972) 685-6223,,,Mailing,,NorvaNivel,,,,,,,,FALSE,FALSE,,TRUE
2,890,,17834,,,,,,,,,,,,,,Billing,,NorvaNivel,,1235 Profit Drive,,Dallas,TX,75247,United States,TRUE,FALSE,,
3,890,,17834,,,,,,,,,,,,,,Shipping,,NorvaNivel,,,,,,,,FALSE,TRUE,,
1,891,,17835,,,,,,,,EzyAid,Jake Sowers,,,,,Mailing,,EzyAid,,,,,,,,FALSE,FALSE,,TRUE
2,891,,17835,,,,,,,,,,,,,,Billing,,EzyAid,,59 Philip Street,,Gloucester,NSW,2422,Australia,TRUE,FALSE,,
3,891,,17835,,,,,,,,,,,,,,Shipping,,EzyAid,,,,,,,,FALSE,TRUE,,
1,892,,17836,,,,,,,,THK Rythm Automotive - Ontario,Ed Rodriguez,,,,,Mailing,,THK Rythm Automotive - Ontario,,,,,,,,FALSE,FALSE,,TRUE
2,892,,17836,,,,,,,,,,,,,,Billing,,THK Rythm Automotive - Ontario,,230 Louth St.,,St. Catharines,ON,L2R 7B5,Canada,TRUE,FALSE,,
3,892,,17836,,,,,,,,,,,,,,Shipping,,THK Rythm Automotive - Ontario,,,,,,,,FALSE,TRUE,,
1,893,,17837,,,,,,,,Overnightline,Jake Sowers,,(800) 833-9878,,,Mailing,,Overnightline,,,,,,,,FALSE,FALSE,,TRUE
2,893,,17837,,,,,,,,,,,,,,Billing,,Overnightline,,215 W. Monroe Street,,Mt. Pleasant,IA,52641,United States,TRUE,FALSE,,
3,893,,17837,,,,,,,,,,,,,,Shipping,,Overnightline,,,,,,,,FALSE,TRUE,,
1,894,,17846,,,,,,,,"Cintilight, LLC",Mark Mogar,,(865) 382-8031,,,Mailing,,"Cintilight, LLC",,,,,,,,FALSE,FALSE,,TRUE
2,894,,17846,,,,,,,,,,,,,,Billing,,"Cintilight, LLC",,"118 N. Peters Rd., #341",,Knoxville,TN,37203,United States,TRUE,FALSE,,
3,894,,17846,,,,,,,,,,,,,,Shipping,,"Cintilight, LLC",,"118 N. Peters Rd., #341",,Knoxville,TN,37923,United States,FALSE,TRUE,,
1,895,,17848,,,,,,,,Griffin Chemical Co. LLC,Thomas Harbin,,,,,Mailing,,Griffin Chemical Co. LLC,,,,,,,,FALSE,FALSE,,TRUE
2,895,,17848,,,,,,,,,,,,,,Billing,,Griffin Chemical Co. LLC,,889 Erie Ave,,Buffalo,NY,14120,United States,TRUE,FALSE,,
3,895,,17848,,,,,,,,,,,,,,Shipping,,Griffin Chemical Co. LLC,,,,,,,,FALSE,TRUE,,
1,896,,17851,,,,,,,,NAL Research Corporation,Mark Mogar,nal-business@nalresearch.com,(703) 392-1136,,,Mailing,,NAL Research Corporation,,,,,,,,FALSE,FALSE,,TRUE
2,896,,17851,,,,,,,,,,,,,,Billing,,NAL Research Corporation,,11100 Endeavor Ct. Suite 300,,Manassas,VA,20109,United States,TRUE,FALSE,,
3,896,,17851,,,,,,,,,,,,,,Shipping,,NAL Research Corporation,,11100 Endeavor Ct. Suite 300,,Manassas,VA,20109,United States,FALSE,TRUE,,
1,897,,17856,,,,,,,,"Chris Reilly, LLC",Mark Mogar,,,,,Mailing,,"Chris Reilly, LLC",,,,,,,,FALSE,FALSE,,TRUE
2,897,,17856,,,,,,,,,,,,,,Billing,,"Chris Reilly, LLC",,7926 Lake Waunatta Drive,,Winter Park,FL,32792,United States,TRUE,FALSE,,
3,897,,17856,,,,,,,,,,,,,,Shipping,,"Chris Reilly, LLC",,,,,,,,FALSE,TRUE,,
1,898,,17857,,,,,,,,West Coast Supplies,Ed Rodriguez,,,,,Mailing,,West Coast Supplies,,,,,,,,FALSE,FALSE,,TRUE
2,898,,17857,,,,,,,,,,,,,,Billing,,West Coast Supplies,,2750 Mercantile Drive,Suite 100,Rancho Cordova,CA,95742,United States,TRUE,FALSE,,
3,898,,17857,,,,,,,,,,,,,,Shipping,,West Coast Supplies,,,,,,,,FALSE,TRUE,,
1,899,,17859,,,,,,,,"CPI Card Group, Inc.",Ed Rodriguez,,,,,Mailing,,"CPI Card Group, Inc.",,,,,,,,FALSE,FALSE,,TRUE
2,899,,17859,,,,,,,,,,,,,,Billing,,"CPI Card Group, Inc.",,10368 W Centennial Rd,,Littleton,CO,80127,United States,TRUE,FALSE,,
3,899,,17859,,,,,,,,,,,,,,Shipping,,"CPI Card Group, Inc.",,,,,,,,FALSE,TRUE,,
1,900,,17870,,,,,,,Peloton Interactive,"Peloton Interactive, Inc.",Thomas Harbin,invoices@onepeloton.com,(908) 821-5853,,,Mailing,,"Peloton Interactive, Inc.",,,,,,,,FALSE,FALSE,,TRUE
2,900,,17870,,,,,,,,,,,,,,Billing,,"Peloton Interactive, Inc.",,125 W 25th St,11 FL,New York,NY,10001,United States,TRUE,FALSE,,
3,900,,17870,,,,,,,,,,,,,,Shipping,,"Peloton Interactive, Inc.",,,,,,,,FALSE,TRUE,,
1,901,,17872,,,,,,,,"Covercraft Industries, LLC",Jake Sowers,"accountspayable@covercraft.com 
",,,,Mailing,,"Covercraft Industries, LLC",,,,,,,,FALSE,FALSE,,TRUE
2,901,,17872,,,,,,,,,,,,,,Billing,,"Covercraft Industries, LLC",,100 Enterprise Blvd.,,Pauls Valley,OK,73075,United States,TRUE,FALSE,,
3,901,,17872,,,,,,,,,,,,,,Shipping,,"Covercraft Industries, LLC",,,,,,,,FALSE,TRUE,,
1,902,,17874,,,,,,,,"HYDE-RITE, LLC",Mark Mogar,,(931) 505-0855,,,Mailing,,"HYDE-RITE, LLC",,,,,,,,FALSE,FALSE,,TRUE
2,902,,17874,,,,,,,,,,,,,,Billing,,"HYDE-RITE, LLC",,1409 Old Highway 99,,Columbia,TN,38401,United States,TRUE,FALSE,,
3,902,,17874,,,,,,,,,,,,,,Shipping,,"HYDE-RITE, LLC",,1409 Old Highway 99,,Columbia,TN,38401,United States,FALSE,TRUE,,
1,903,,17877,,,,,,,,Turbo Solutions,Thomas Harbin,SSotelo@tsreman.com,(844) 428-8726,,,Mailing,,Turbo Solutions,,,,,,,,FALSE,FALSE,,TRUE
2,903,,17877,,,,,,,,,,,,,,Billing,,Turbo Solutions,,8500 Remington Ave,,Pennsauken,NJ,08110,United States,TRUE,FALSE,,
3,903,,17877,,,,,,,,,,,,,,Shipping,,Turbo Solutions,,,,,,,,FALSE,TRUE,,
1,904,,17880,,,,,,,,Cerebras Systems - C/O JM Express,Ed Rodriguez,,,,,Mailing,,Cerebras Systems - C/O JM Express,,,,,,,,FALSE,FALSE,,TRUE
2,904,,17880,,,,,,,,,,,,,,Billing,,Cerebras Systems - C/O JM Express,,47606 Kato Rd.,Bldg. A,Fremont,CA,94538,United States,TRUE,FALSE,,
3,904,,17880,,,,,,,,,,,,,,Shipping,,Cerebras Systems - C/O JM Express,,,,,,,,FALSE,TRUE,,
1,905,,17882,,,,,,,,Chesapeake Resource Group,Thomas Harbin,,(240) 444-1811,,,Mailing,,Chesapeake Resource Group,,1418 Fallsmead Way,,Potomac,MD,20854,United States,FALSE,FALSE,,TRUE
2,905,,17882,,,,,,,,,,,,,,Billing,,Chesapeake Resource Group,,1418 Fallsmead Way,,Potomac,MD,20854,United States,TRUE,FALSE,,
3,905,,17882,,,,,,,,,,,,,,Shipping,,Chesapeake Resource Group,,1418 Fallsmead Way,,Potomac,MD,20854,United States,FALSE,TRUE,,
1,906,,17883,,,,,,,,Splashguard Corporation,Mark Mogar,,(703) 926-3043,,,Mailing,,Splashguard Corporation,,,,,,,,FALSE,FALSE,,TRUE
2,906,,17883,,,,,,,,,,,,,,Billing,,Splashguard Corporation,,6907 Clifton Road,,Clifton,VA,20124,United States,TRUE,FALSE,,
3,906,,17883,,,,,,,,,,,,,,Shipping,,Splashguard Corporation,,6907 Clifton Road,,Clifton,VA,20124,United States,FALSE,TRUE,,
1,907,,17886,,,,,,,,Thermo Heating Elements,Mark Mogar,,(864) 295-4811,,,Mailing,,Thermo Heating Elements,,,,,,,,FALSE,FALSE,,TRUE
2,907,,17886,,,,,,,,,,,,,,Billing,,Thermo Heating Elements,,273 Langston Road,,Piedmont ,SC,29673,United States,TRUE,FALSE,,
3,907,,17886,,,,,,,,,,,,,,Shipping,,Thermo Heating Elements,,,,,,,,FALSE,TRUE,,
1,909,,17891,,,,,,,,"DMS, Incorporated ",,,(800) 655-7882,(847) 726-2828,,Mailing,,"DMS, Incorporated ",,1120 Ensell Road ,,Lake Zurich ,Illinois ,60047,United States,FALSE,FALSE,,TRUE
2,909,,17891,,,,,,,,,,,,,,Billing,,"DMS, Incorporated ",,1120 Ensell Road ,,Lake Zurich ,Illinois ,60047,United States,TRUE,FALSE,,
3,909,,17891,,,,,,,,,,,,,,Shipping,,"DMS, Incorporated ",,1120 Ensell Road ,,Lake Zurich ,Illinois ,60047,United States,FALSE,TRUE,,
1,910,,17895,,,,,,,,American Electro Products Inc,Thomas Harbin,,(203) 756-7051,,,Mailing,,American Electro Products Inc,,,,,,,,FALSE,FALSE,,TRUE
2,910,,17895,,,,,,,,,,,,,,Billing,,American Electro Products Inc,,1358 Thomaston Ave,,Waterbury,CT,06704,United States,TRUE,FALSE,,
3,910,,17895,,,,,,,,,,,,,,Shipping,,American Electro Products Inc,,,,,,,,FALSE,TRUE,,
1,911,,17897,,,,,,,,"Medline Industries, LP",Mark Mogar,Supplyinvoices@medline.com,(847) 643-4291,,,Mailing,,"Medline Industries, LP",,,,,,,,FALSE,FALSE,,TRUE
2,911,,17897,,,,,,,,,,,,,,Billing,,"Medline Industries, LP",,Three Lakes Drive,,Northfield,IL,60093,United States,TRUE,FALSE,,
3,911,,17897,,,,,,,,,,,,,,Shipping,,"Medline Industries, LP",,2450 Perimeter Parkway,Ste 100,Morrisville,NC,27560,United States,FALSE,TRUE,,
1,912,,17898,,,,,,,,Vertitackle,Mark Mogar,,(239) 250-9060,,,Mailing,,Vertitackle,,5186 Tallowood Way,,Naples,FL,34116,United States,FALSE,FALSE,,TRUE
2,912,,17898,,,,,,,,,,,,,,Billing,,Vertitackle,,5186 Tallowood Way,,Naples,FL,34116,United States,TRUE,FALSE,,
3,912,,17898,,,,,,,,,,,,,,Shipping,,Vertitackle,,,,,,,,FALSE,TRUE,,
1,913,,17905,,,,,,,,"Baytech Products, LLC",Mark Mogar,,(828) 712-5466,,,Mailing,,"Baytech Products, LLC",,,,,,,,FALSE,FALSE,,TRUE
2,913,,17905,,,,,,,,,,,,,,Billing,,"Baytech Products, LLC",,6 Frith Street,,Ashville,NC,28803,United States,TRUE,FALSE,,
3,913,,17905,,,,,,,,,,,,,,Shipping,,"Baytech Products, LLC",,,,,,,,FALSE,TRUE,,
1,914,,17908,,,,,,,,4Design,Jake Sowers,,64 3 442 6441,,,Mailing,,4Design,,,,,,,,FALSE,FALSE,,TRUE
2,914,,17908,,,,,,,,,,,,,,Billing,,4Design,,L1 1 Searle Lane,,Queenstown,,9300,New Zealand,TRUE,FALSE,,
3,914,,17908,,,,,,,,,,,,,,Shipping,,4Design,,,,,,,,FALSE,TRUE,,
1,915,,17909,,,,,,,,Urocare Products,Ed Rodriguez,,,,,Mailing,,Urocare Products,,,,,,,,FALSE,FALSE,,TRUE
2,915,,17909,,,,,,,,,,,,,,Billing,,Urocare Products,,2735 Melbourne Avenue,,Pamona,CA,91767,United States,TRUE,FALSE,,
3,915,,17909,,,,,,,,,,,,,,Shipping,,Urocare Products,,,,,,,,FALSE,TRUE,,
1,916,,17910,,,,,,,,IET Ballistics Firearms & Accessories,Jake Sowers,,,,,Mailing,,IET Ballistics Firearms & Accessories,,,,,,,,FALSE,FALSE,,TRUE
2,916,,17910,,,,,,,,,,,,,,Billing,,IET Ballistics Firearms & Accessories,,1853 Dousman St,,Green Bay,WI,54303,United States,TRUE,FALSE,,
3,916,,17910,,,,,,,,,,,,,,Shipping,,IET Ballistics Firearms & Accessories,,,,,,,,FALSE,TRUE,,
1,917,,17911,,,,,,,,Hamby's Marine Products,Jake Sowers,,(918) 288-2822,,,Mailing,,Hamby's Marine Products,,,,,,,,FALSE,FALSE,,TRUE
2,917,,17911,,,,,,,,,,,,,,Billing,,Hamby's Marine Products,,4175 W 107 Street N,,Sperry,OK,74073,United States,TRUE,FALSE,,
3,917,,17911,,,,,,,,,,,,,,Shipping,,Hamby's Marine Products,,,,,,,,FALSE,TRUE,,
1,918,,17912,,,,,,,,Daewon SPIC,Ed Rodriguez,,,,,Mailing,,Daewon SPIC,,,,,,,,FALSE,FALSE,,TRUE
2,918,,17912,,,,,,,,,,,,,,Billing,,Daewon SPIC,,2350 Mission College Blvd,Ste 900,Santa Clara,CA,95054,United States,TRUE,FALSE,,
3,918,,17912,,,,,,,,,,,,,,Shipping,,Daewon SPIC,,,,,,,,FALSE,TRUE,,
1,919,,17913,,,,,,,,Astley Precision Machine Co. Inc.,Thomas Harbin,,(724) 861-5000,,(724) 861-5110,Mailing,,Astley Precision Machine Co. Inc.,,,,,,,,FALSE,FALSE,,TRUE
2,919,,17913,,,,,,,,,,,,,,Billing,,Astley Precision Machine Co. Inc.,,1553 Arona Road,,Irwin,PA,15642,United States,TRUE,FALSE,,
3,919,,17913,,,,,,,,,,,,,,Shipping,,Astley Precision Machine Co. Inc.,,,,,,,,FALSE,TRUE,,
1,920,,17915,,,,,,,,Key Dev Bio,Jake Sowers,,,,,Mailing,,Key Dev Bio,,,,,,,,FALSE,FALSE,,TRUE
2,920,,17915,,,,,,,,,,,,,,Billing,,Key Dev Bio,,1520 Ridgewood Ave,,Ames,IA,50010,United States,TRUE,FALSE,,
3,920,,17915,,,,,,,,,,,,,,Shipping,,Key Dev Bio,,,,,,,,FALSE,TRUE,,
1,921,,17917,,,,,,,,"Green Ware, LLC",Mark Mogar,,(205) 862-2306,,,Mailing,,"Green Ware, LLC",,,,,,,,FALSE,FALSE,,TRUE
2,921,,17917,,,,,,,,,,,,,,Billing,,"Green Ware, LLC",,149 Buck Creek Plaza,Suite E,Alabaster,AL,35007,United States,TRUE,FALSE,,
3,921,,17917,,,,,,,,,,,,,,Shipping,,"Green Ware, LLC",,,,,,,,FALSE,TRUE,,
1,922,,17918,,,,,,,,"Smart Wires, Inc.",Mark Mogar,,,,,Mailing,,"Smart Wires, Inc.",,,,,,,,FALSE,FALSE,,TRUE
2,922,,17918,,,,,,,,,,,,,,Billing,,"Smart Wires, Inc.",,1035 Swabia Court,Suite 130,Durham,NC,27703,United States,TRUE,FALSE,,
3,922,,17918,,,,,,,,,,,,,,Shipping,,"Smart Wires, Inc.",,,,,,,,FALSE,TRUE,,
1,923,,17922,,,,,,,,Itco International,Mark Mogar,,(704) 560-3679,,,Mailing,,Itco International,,,,,,,,FALSE,FALSE,,TRUE
2,923,,17922,,,,,,,,,,,,,,Billing,,Itco International,,121 C Burke Street,,Monroe,NC,28112,United States,TRUE,FALSE,,
3,923,,17922,,,,,,,,,,,,,,Shipping,,Itco International,,121 C Burke Street,,Monroe,NC,28112,United States,FALSE,TRUE,,
1,924,,17923,,,,,,,,Trigger Industries,Ed Rodriguez,landon@triggerindustriesinc.com,,,,Mailing,,Trigger Industries,,,,,,,,FALSE,FALSE,,TRUE
2,924,,17923,,,,,,,,,,,,,,Billing,,Trigger Industries,,810 McCool St.,,Crossfield,AB,T0M 0S0,Canada,TRUE,FALSE,,
3,924,,17923,,,,,,,,,,,,,,Shipping,,Trigger Industries,,,,,,,,FALSE,TRUE,,
1,925,,17928,,,,,,,Peloton Interactive,Peloton Interactive UK Limited,Thomas Harbin,ukpayable@onepeloton.com,,,,Mailing,,Peloton Interactive UK Limited,,,,,,,,FALSE,FALSE,,TRUE
2,925,,17928,,,,,,,,,,,,,,Billing,,Peloton Interactive UK Limited,,5 Upper Street Martin's Lane,Orion House,London,,WC2H 9EA,United Kingdom,TRUE,FALSE,,
3,925,,17928,,,,,,,,,,,,,,Shipping,,Peloton Interactive UK Limited,,,,,,,,FALSE,TRUE,,
1,926,,17933,,,,,,,,Mid Atlantic Computer Services,Ed Rodriguez,,,,,Mailing,,Mid Atlantic Computer Services,,,,,,,,FALSE,FALSE,,TRUE
2,926,,17933,,,,,,,,,,,,,,Billing,,Mid Atlantic Computer Services,,13030 Alondra Blvd.,Ste 101,Cerritos,CA,90703,United States,TRUE,FALSE,,
3,926,,17933,,,,,,,,,,,,,,Shipping,,Mid Atlantic Computer Services,,,,,,,,FALSE,TRUE,,
1,927,,17936,,,,,,,,Eye Will Be There,Rich Burnette,,,,,Mailing,,Eye Will Be There,,,,,,,,FALSE,FALSE,,TRUE
2,927,,17936,,,,,,,,,,,,,,Billing,,Eye Will Be There,,4111 Clairemont Dr,,San Diego,CA,92117,United States,TRUE,FALSE,,
3,927,,17936,,,,,,,,,,,,,,Shipping,,Eye Will Be There,,,,,,,,FALSE,TRUE,,
1,928,,17937,,,,,,,,Sugar Sticks,Ed Rodriguez,,,,,Mailing,,Sugar Sticks,,,,,,,,FALSE,FALSE,,TRUE
2,928,,17937,,,,,,,,,,,,,,Billing,,Sugar Sticks,,1243 S. Hillcrest Dr.,,Cedar City,UT,84720,United States,TRUE,FALSE,,
3,928,,17937,,,,,,,,,,,,,,Shipping,,Sugar Sticks,,,,,,,,FALSE,TRUE,,
1,929,,17938,,,,,,,,Advanced Vascular Dynamics,Jake Sowers,bhamlett@compressar.com,,,,Mailing,,Advanced Vascular Dynamics,,,,,,,,FALSE,FALSE,,TRUE
2,929,,17938,,,,,,,,,,,,,,Billing,,Advanced Vascular Dynamics,,4252 SE International Way,Ste F,Milwaukie,OR,97222,United States,TRUE,FALSE,,
3,929,,17938,,,,,,,,,,,,,,Shipping,,Advanced Vascular Dynamics,,,,,,,,FALSE,TRUE,,
1,930,,17941,,,,,,,,MN Department of Transportation - Metro District,Jake Sowers,,,,,Mailing,,MN Department of Transportation - Metro District,,,,,,,,FALSE,FALSE,,TRUE
2,930,,17941,,,,,,,,,,,,,,Billing,,MN Department of Transportation - Metro District,,1500 County Road B2 W,,Roseville,MN,55113,United States,TRUE,FALSE,,
3,930,,17941,,,,,,,,,,,,,,Shipping,,MN Department of Transportation - Metro District,,,,,,,,FALSE,TRUE,,
1,931,,17942,,,,,,,,"Saft America, Inc.",Mark Mogar,,,,,Mailing,,"Saft America, Inc.",,,,,,,,FALSE,FALSE,,TRUE
2,931,,17942,,,,,,,,,,,,,,Billing,,"Saft America, Inc.",,13575 Waterworks Street,,Jacksonville,FL,32221,United States,TRUE,FALSE,,
3,931,,17942,,,,,,,,,,,,,,Shipping,,"Saft America, Inc.",,13575 Waterworks Street,,Jacksonville,FL,32221,United States,FALSE,TRUE,,
1,932,,17944,,,,,,,,PercuSense,Ed Rodriguez,,,,,Mailing,,PercuSense,,,,,,,,FALSE,FALSE,,TRUE
2,932,,17944,,,,,,,,,,,,,,Billing,,PercuSense,,"25134 Rye Canyon Loop, Suite 180",,Valencia,CA,91355,United States,TRUE,FALSE,,
3,932,,17944,,,,,,,,,,,,,,Shipping,,PercuSense,,,,,,,,FALSE,TRUE,,
1,933,,17945,,,,,,,,"Nash Builders, Ltd",Ed Rodriguez,,(830) 598-2454,,(830) 598-6966,Mailing,,"Nash Builders, Ltd",,,,,,,,FALSE,FALSE,,TRUE
2,933,,17945,,,,,,,,,,,,,,Billing,,"Nash Builders, Ltd",,6810 B FM 2147,,Horsehoe Bay,TX,78657,United States,TRUE,FALSE,,
3,933,,17945,,,,,,,,,,,,,,Shipping,,"Nash Builders, Ltd",,,,,,,,FALSE,TRUE,,
1,934,,17950,,,,,,,,WayRay,Jake Sowers,,,,,Mailing,,WayRay,,,,,,,,FALSE,FALSE,,TRUE
2,934,,17950,,,,,,,,,,,,,,Billing,,WayRay,,,,,,,,TRUE,FALSE,,
3,934,,17950,,,,,,,,,,,,,,Shipping,,WayRay,,,,,,,,FALSE,TRUE,,
1,935,,17960,,,,,,,,ALP Lexalite Brand,Jake Sowers,,(231) 547-6584,,,Mailing,,ALP Lexalite Brand,,,,,,,,FALSE,FALSE,,TRUE
2,935,,17960,,,,,,,,,,,,,,Billing,,ALP Lexalite Brand,,10163 US 31 North,,Charlevoix,MI,49720-9649,United States,TRUE,FALSE,,
3,935,,17960,,,,,,,,,,,,,,Shipping,,ALP Lexalite Brand,,,,,,,,FALSE,TRUE,,
1,936,,17964,,,,,,,,Klockner Pentaplast,Mark Mogar,,,,,Mailing,,Klockner Pentaplast,,,,,,,,FALSE,FALSE,,TRUE
2,936,,17964,,,,,,,,,,,,,,Billing,,Klockner Pentaplast,,,,,,,,TRUE,FALSE,,
3,936,,17964,,,,,,,,,,,,,,Shipping,,Klockner Pentaplast,,555 E Buck Avenue,,Rural Retreat,VA,24368,United States,FALSE,TRUE,,
1,937,,17968,,,,,,,,McMaster University,Ed Rodriguez,,(905) 577-2960,,,Mailing,,McMaster University,,,,,,,,FALSE,FALSE,,TRUE
2,937,,17968,,,,,,,,,,,,,,Billing,,McMaster University,,1280 Main St. W,,Hamilton,ON,L8S 4L8,Canada,TRUE,FALSE,,
3,937,,17968,,,,,,,,,,,,,,Shipping,,McMaster University,,,,,,,,FALSE,TRUE,,
1,938,,17971,,,,,,,Ford Motor Co.,Ford Motor Co. - Woodhaven Forging Plant,Victoria Sessa,,(734) 671-7000,,,Mailing,,Ford Motor Co. - Woodhaven Forging Plant,,,,,,,,FALSE,FALSE,,TRUE
2,938,,17971,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Woodhaven Forging Plant,,24189 Allen Road,,Woodhaven,MI,48183,United States,TRUE,FALSE,,
3,938,,17971,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Woodhaven Forging Plant,,,,,,,,FALSE,TRUE,,
1,939,,17976,,,,,,,,Baril ,Thomas Harbin,cheryl.sirignano@teamtech.com,(978) 373-7910,,(978) 373-7930,Mailing,,Baril ,,,,,,,,FALSE,FALSE,,TRUE
2,939,,17976,,,,,,,,,,,,,,Billing,,Baril ,,50 Ward Hill Avenue,,Haverhill,MA,01835,United States,TRUE,FALSE,,
3,939,,17976,,,,,,,,,,,,,,Shipping,,Baril ,,,,,,,,FALSE,TRUE,,
1,940,,17979,,,,,,,,Inview Vehicle Trim Corp,Thomas Harbin,,(917) 592-9893,,,Mailing,,Inview Vehicle Trim Corp,,,,,,,,FALSE,FALSE,,TRUE
2,940,,17979,,,,,,,,,,,,,,Billing,,Inview Vehicle Trim Corp,,465 North Wood Road,,Rockville Centre,NY,11570,United States,TRUE,FALSE,,
3,940,,17979,,,,,,,,,,,,,,Shipping,,Inview Vehicle Trim Corp,,,,,,,,FALSE,TRUE,,
1,941,,17991,,,,,,,,"Waterway Business Solutions, Inc.",Thomas Harbin,,(716) 946-7005,,,Mailing,,"Waterway Business Solutions, Inc.",,,,,,,,FALSE,FALSE,,TRUE
2,941,,17991,,,,,,,,,,,,,,Billing,,"Waterway Business Solutions, Inc.",,6870 Creekview Drive,,Lockport,NY,14094,United States,TRUE,FALSE,,
3,941,,17991,,,,,,,,,,,,,,Shipping,,"Waterway Business Solutions, Inc.",,,,,,,,FALSE,TRUE,,
1,942,,17999,,,,,,,,Sealtek,Jake Sowers,,(256) 762-4293,,(888) 724-4585,Mailing,,Sealtek,,,,,,,,FALSE,FALSE,,TRUE
2,942,,17999,,,,,,,,,,,,,,Billing,,Sealtek,,,,,,,,TRUE,FALSE,,
3,942,,17999,,,,,,,,,,,,,,Shipping,,Sealtek,,971 Commercial Blvd.,,Naples,FL,34104,United States,FALSE,TRUE,,
1,943,,18001,,,,,,,,Water Rower,Thomas Harbin,,(410) 247-7742,,,Mailing,,Water Rower,,,,,,,,FALSE,FALSE,,TRUE
2,943,,18001,,,,,,,,,,,,,,Billing,,Water Rower,,560 Metacom,,Warren,RI,02885,United States,TRUE,FALSE,,
3,943,,18001,,,,,,,,,,,,,,Shipping,,Water Rower,,,,,,,,FALSE,TRUE,,
1,944,,18006,,,,,,,,"GripperClip, LLC",Thomas Harbin,,(646) 623-4840,,,Mailing,,"GripperClip, LLC",,,,,,,,FALSE,FALSE,,TRUE
2,944,,18006,,,,,,,,,,,,,,Billing,,"GripperClip, LLC",,29 Berkley Rd,,Millburn,NJ,07041,United States,TRUE,FALSE,,
3,944,,18006,,,,,,,,,,,,,,Shipping,,"GripperClip, LLC",,,,,,,,FALSE,TRUE,,
1,945,,18008,,,,,,,,American Panda Designs,Mark Mogar,,(304) 312-2260,,,Mailing,,American Panda Designs,,,,,,,,FALSE,FALSE,,TRUE
2,945,,18008,,,,,,,,,,,,,,Billing,,American Panda Designs,,6183 Hunter Lane,,Matthews ,NC,28104,United States,TRUE,FALSE,,
3,945,,18008,,,,,,,,,,,,,,Shipping,,American Panda Designs,,6183 Hunter Lane,,Matthews ,NC,28104,United States,FALSE,TRUE,,
1,946,,18009,,,,,,,,Bee Jay Molding,Ed Rodriguez,,(830) 249-2425,,,Mailing,,Bee Jay Molding,,,,,,,,FALSE,FALSE,,TRUE
2,946,,18009,,,,,,,,,,,,,,Billing,,Bee Jay Molding,,39500 Frontage Rd,,Boerne,TX,78006,United States,TRUE,FALSE,,
3,946,,18009,,,,,,,,,,,,,,Shipping,,Bee Jay Molding,,39500 Frontage Rd,,Boerne,TX,78006,United States,FALSE,TRUE,,
