entityId,isperson,companyname,category,email,phone,Address1_Addressee,Address1_phone,Address1_line1,Address1_city,Address1_state,Address1_zipCode,Address1_country,Address1_defaultBilling,Address1_defaultShipping,terms,Taxable Status
PUMP SYSTEMS INC,No,PUMP SYSTEMS INC,10,Nicka@PumpSystemsNC.com,(336) 992-2929,PUMP SYSTEMS INC,(336) 992-2929,POB 1090,KERNERSVILLE,NC,27285,United States,Yes,No,2,No
PVF INDUSTRIAL SUPPLY,No,PVF INDUSTRIAL SUPPLY,10,jadams@pvfind.com,(903) 255-7762,PVF INDUSTRIAL SUPPLY,(903) 255-7762,710 THOMPSON AVENUE,TEXARKANA,TX,75501,United States,Yes,No,2,No
PVS CHEMICAL,No,PVS CHEMICAL,2,solutionspayables@pvschemicals.com,773-933-8800,PVS CHEMICAL,773-933-8800,"Attn: Accounts Payable
10900 HARPER AVE",DETROIT,MI,48213,United States,Yes,No,2,No
QUEST VALVE & CONTROLS,No,QUEST VALVE & CONTROLS,10,richard.coleman@questvalve.com,(281) 975-2429,QUEST VALVE & CONTROLS,(281) 975-2429,10194 FAIRBANKS NORTH HOUSTON RD,HOUSTON,TX,77064,United States,Yes,No,2,Yes
R LACY,No,R LACY,6,cgreer@rlacy.com,(903) 758-8276,R LACY,(903) 758-8276,222 E TYLER STREET,LONGVIEW,TX,75601,United States,Yes,No,2,Yes
R.F. MacDONALD CO,No,R.F. MacDONALD CO,10,Accounts.Payable@RFMacDonald.com,(510) 670-7406,R.F. MacDONALD CO,(510) 670-7406,"ACCTS PAYABLE
25920 EDEN LANDING RD",HAYWARD,CA,94545,United States,Yes,No,2,Yes
R360,No,R360,3,joshuaco@R360es.com,(337) 824-3194,R360,(337) 824-3194,11031 CAMPBELL WELLS RD,JENNINGS,LA,70546,United States,Yes,No,11,Yes
R4 SPECIALTIES INC,No,R4 SPECIALTIES INC,10,Trey@r4specialties.com,(337) 652-5328,R4 SPECIALTIES INC,(337) 652-5328,"10111 GRANT ROAD
STE Q",HOUSTON,TX,77070,United States,Yes,No,2,No
RDG PROSOLUTIONS LLC,No,RDG PROSOLUTIONS LLC,8,Pj@rdgpro.com,(815) 641-8836,RDG PROSOLUTIONS LLC,(815) 641-8836,2314 ROUTE 59 #143,PLAINFIELD,IL,60586,United States,Yes,No,2,No
REAGAN POWER & COMRESSION,No,REAGAN POWER & COMRESSION,8,apinvoices@reaganpower.com,(337) 364-1263,REAGAN POWER & COMRESSION,(337) 364-1263,1347 EVANGELINE THRUWAY,BROUSSARD,LA,70518-8018,United States,Yes,No,2,No
RECARBON INC,No,RECARBON INC,8,rhoskins@sullivanprocess.com,(408) 980-4700,RECARBON INC,(408) 980-4700,3350 SCOTT BLVD BLDG 16,SANTA CLARA,CA,95054,United States,Yes,No,11,No
RECON PUMP,No,RECON PUMP,10,nicole@reconpump.com,(978) 833-3352,RECON PUMP,(978) 833-3352,39 RUGG RD,STERLING,MA,01564,United States,Yes,No,2,Yes
RED OAK TREATING LLC,No,RED OAK TREATING LLC,6,accountspayable@resetenergy.com,(432) 682-2020,RED OAK TREATING LLC,(432) 682-2020,POB 8601,MIDLAND,TX,79708,United States,Yes,No,2,Yes
REGENCY GAS (DUBACH),No,REGENCY GAS (DUBACH),6,accountspayable@energytransfer.com,318-777-4002,REGENCY GAS (DUBACH),318-777-4002,201 OAK ST,DUBACH,LA,71235,United States,Yes,No,2,No
RES ENERGY SOLUTIONS,No,RES ENERGY SOLUTIONS,10,scott.hall@res-co.com,(678) 746-2400,RES ENERGY SOLUTIONS,(678) 746-2400,POB 842990,DALLAS,TX,75284-2990,United States,Yes,No,11,No
"Reset Energy, LP",No,"Reset Energy, LP",8,AccountsPayable@ResetEnergy.com,4326822020,"Reset Energy, LP",4326822020,POB 8601,Midland,TX,79708,United States,Yes,No,2,No
RIGGINS COMPANY,No,RIGGINS COMPANY,10,accountspayable@rigginscompany.com,(757) 826-0525,RIGGINS COMPANY,(757) 826-0525,410 ROTARY STREET,HAMPTON,VA,23661,United States,Yes,No,17,No
RIVER VALLEY ANIMAL FOODS,No,RIVER VALLEY ANIMAL FOODS,3,Dennis.Kloss@tyson.com,,RIVER VALLEY ANIMAL FOODS,,"TYSON FOODS
POB 2020",SPRINGDALE,AR,72765-2020,United States,Yes,No,2,No
ROCKCLIFF ENERGY MANAGEMENT,No,ROCKCLIFF ENERGY MANAGEMENT,6,David.Hunter@Rockcliffenergy.com,(713) 351-0500,ROCKCLIFF ENERGY MANAGEMENT,(713) 351-0500,1301 MCKINNEY STREET STE# 1300,HOUSTON,TX,77010,United States,Yes,No,2,Yes
ROCKWELL AUTOMATION,No,ROCKWELL AUTOMATION,10,raaccountspayablemke@ra.rockwell.com,(414) 382-2733,ROCKWELL AUTOMATION,(414) 382-2733,POB 2167,MILWAUKEE,WI,53201,United States,Yes,No,17,No
S4M LTD,No,S4M LTD,10,info@solutions4mfg.com,(217) 245-2919,S4M LTD,(217) 245-2919,"DBA SOULUTIONS 4 MFG
1627 BALDWIN ROAD",JACKSONVILLE,IL,61650,United States,Yes,No,11,No
"Salt Creek Midstream, LLC",No,"Salt Creek Midstream, LLC",6,Diane.Tersero@armenergy.com,2816553200,"Salt Creek Midstream, LLC",2816553200,20329 State Highway 249,Houston,TX,77070,United States,Yes,No,2,Yes
SCANCONTROLS ING. LTDA,No,SCANCONTROLS ING. LTDA,10,asistente.ventas@scancontrols.cl,,SCANCONTROLS ING. LTDA,,AV RADOMIRO TOMIC N 8153,ANTOFAGASTA,CHILE,,Chile,Yes,No,2,Yes
SCFM COMPRESSION SYSTEMS,No,SCFM COMPRESSION SYSTEMS,8,ap@scfm.com,(918) 663-1309,SCFM COMPRESSION SYSTEMS,(918) 663-1309,8665 WEST 78TH STREET SOUTH,TULSA,OK,74131-3289,United States,Yes,No,2,No
SCHIMBERG CO.,No,SCHIMBERG CO.,10,khoffman@schimberg.com,(319) 365-9421,SCHIMBERG CO.,(319) 365-9421,1106 SHAVER ROAD NE,CEDAR RAPIDS,IA,52402,United States,Yes,No,11,No
SCHWEITZER MAUDIT CO,No,SCHWEITZER MAUDIT CO,5,cpotash@swmintl.com,(518) 329-5135,SCHWEITZER MAUDIT CO,(518) 329-5135,POB 10,ANCRAM,NY,12502-0010,United States,Yes,No,11,Yes
SCOUT ENERGY MANAGEMENT,No,SCOUT ENERGY MANAGEMENT,6,Janet.Watson@scoutep.com,(972) 865-7571,SCOUT ENERGY MANAGEMENT,(972) 865-7571,2225 W OKLAHOMA AVENUE,ULYSSES,KS,67880,United States,Yes,No,2,Yes
SCS ENERGY,No,SCS ENERGY,4,accountspayable@scsengineers.com,(562) 426-9544,SCS ENERGY,(562) 426-9544,3900 KILROY AIRPORT WAY STE#100,LONG BEACH,CA,90806,United States,Yes,No,2,Yes
SEMINOLE ELECTRIC COOP,No,SEMINOLE ELECTRIC COOP,4,invoices@seminole-electric.com,(813) 963-0994,SEMINOLE ELECTRIC COOP,(813) 963-0994,POB 273000,TAMPA,FL,33688,United States,Yes,No,2,No
SENECA LIGHT AND WATER,No,SENECA LIGHT AND WATER,4,mramey@seneca.sc.us,(864) 885-2735,SENECA LIGHT AND WATER,(864) 885-2735,P.O. BOX 4773,SENECA,SC,29679,United States,Yes,No,2,Yes
SERSINCA INC INDUSTRIAL SUPPLY,No,SERSINCA INC INDUSTRIAL SUPPLY,10,rhoskins@sullivanprocess.com,(305) 406-6700,SERSINCA INC INDUSTRIAL SUPPLY,(305) 406-6700,"1919 NORTH STATE ROAD 7
STE# 201-S",MARGATE,FL,33063,United States,Yes,No,11,Yes
SERVICIOS GALECTRA S.A.,No,SERVICIOS GALECTRA S.A.,10,anastasia@turboefficiency.com,,SERVICIOS GALECTRA S.A.,,AV LAS MISIONES 123,SANTIAGO,NL,67302,United States,Yes,No,2,Yes
SETPOINT INTEGRATED SOLUTIONS.,No,SETPOINT INTEGRATED SOLUTIONS.,10,adpowell@setpointis.com,(318) 343-3000,SETPOINT INTEGRATED SOLUTIONS.,(318) 343-3000,191 FONTANA ROAD,MONROE,LA,71203,United States,Yes,No,11,No
S-G INDUSTRIAL & MACHINE CORP,No,S-G INDUSTRIAL & MACHINE CORP,10,rdurnell@s-gind.com,7702977709,S-G INDUSTRIAL & MACHINE CORP,7702977709,POB 570,MURRAYVILLE,GA,30564,United States,Yes,No,2,No
SM CONTROL VALVES CO LTD,No,SM CONTROL VALVES CO LTD,10,rhoskins@sullivanprocess.com,(662) 403-2501,SM CONTROL VALVES CO LTD,(662) 403-2501,"108/2 MOO4, RATHCAPHRUEK ROAD
BANGKRANG",MUANG NONTABURI,NONTHABURI,NONTAB,United States,Yes,No,2,Yes
SMURFIT KAPPA,No,SMURFIT KAPPA,5,ap.forney@smurfitkappa.com,2145156417.00,SMURFIT KAPPA,2145156417,POB 847,FORNEY,TX,75126,United States,Yes,No,2,No
SNIDER INDUSTRIES,No,SNIDER INDUSTRIES,5,dwoodley@sniderindustries.com,(903) 938-9221,SNIDER INDUSTRIES,(903) 938-9221,POB 668,MARSHALL,TX,75671,United States,Yes,No,2,No
SOLAN TRADING EST,No,SOLAN TRADING EST,10,,,SOLAN TRADING EST,,34TH STREET OLAYA DISTRICT,RIYADH 11534,SAUDIA,,Saudia Arabia,Yes,No,11,Yes
SOLVAY (WSP),No,SOLVAY (WSP),2,,(318) 519-3045,SOLVAY (WSP),(318) 519-3045,POB 929,BLANCHARD,LA,71009,United States,Yes,No,11,Yes
Southcross Energy LLC,No,Southcross Energy LLC,6,accountspayable@southcrossenergy.com,2149793700,Southcross Energy LLC,2149793700,"ACCOUNTS PAYABLE
2103 Citywest Blvd
Ste# 900",Houston,TX,77042,United States,Yes,No,2,Yes
SOUTHERN WATER DISPOSAL,No,SOUTHERN WATER DISPOSAL,6,southern1501@gmail.com,(318) 949-1501,SOUTHERN WATER DISPOSAL,(318) 949-1501,POB 786,HAUGHTON,LA,71037,United States,Yes,No,2,Yes
SPARTAN ENTERPRISES INC.,No,SPARTAN ENTERPRISES INC.,10,stacy@spartanent.com,,SPARTAN ENTERPRISES INC.,,PO BOX 1306,MONTGOMERY,TX,77316,United States,Yes,No,2,Yes
SPC HAUGHTON.,No,SPC HAUGHTON.,7,,,SPC HAUGHTON.,,450 COVINGTON ROAD,HAUGHTON,LA,71037,United States,Yes,No,2,Yes
SPC VICTORIA,No,SPC VICTORIA,7,moneill@sullivanprocess.com,,SPC VICTORIA,,13102 N Navarro St,Victoria,TX,77904,United States,Yes,No,2,No
SPC-HOUSTON,No,SPC-HOUSTON,7,,,SPC-HOUSTON,,9440 BAMBOO ROAD,HOUSTON,TX,77041,United States,Yes,No,2,No
SPECVALVE INC,No,SPECVALVE INC,10,r.tremblay@specvalve.ca,,SPECVALVE INC,,40A RUE DOYON,"ASBESTOS, QC",J1T 1H7,,Canada,Yes,No,11,Yes
SPINDLETOP ENERGY PRODUCTS,No,SPINDLETOP ENERGY PRODUCTS,10,ap@spindletopep.com,(409) 225-5863,SPINDLETOP ENERGY PRODUCTS,(409) 225-5863,850 FANNIN STREET,BEAUMONT,TX,77701,United States,Yes,No,2,No
STARCHEM,No,STARCHEM,2,nathan.vance@star-na.com,(706) 618-0059,STARCHEM,(706) 618-0059,10150 GREENVILLE HWY,WELFORD,SC,29385,United States,Yes,No,11,No
STARCON,No,STARCON,10,apadia@starcon.org,(409) 718-0458,STARCON,(409) 718-0458,260 MARKET PLACE,MANHATTAN,IL,60442,United States,Yes,No,2,No
STARFISH PPS LLC,No,STARFISH PPS LLC,10,cody.faulk@starfishpps.com,,STARFISH PPS LLC,,1419 VANDERBILT DR.,TYLER,TX,75703,United States,Yes,No,2,Yes
STASIS DRILLING SOLUTIONS,No,STASIS DRILLING SOLUTIONS,8,pmuniz@stasisdrilling.com,(281) 841-1711,STASIS DRILLING SOLUTIONS,(281) 841-1711,5007 HAZEL JONES ROAD,BOSSIER CITY,LA,71111,United States,Yes,No,11,Yes
STASIS DRILLING SOLUTIONS (TX),No,STASIS DRILLING SOLUTIONS (TX),8,jmccarver@stasisdrilling.com,(346) 326-5870,STASIS DRILLING SOLUTIONS (TX),(346) 326-5870,2301 OIL CENTER COURT,HOUSTON,TX,77073,United States,Yes,No,2,Yes
STATELINE PROCESSING LLC,No,STATELINE PROCESSING LLC,6,WTXINVOICES@HOWARDEP.COM,(210) 298-2222,STATELINE PROCESSING LLC,(210) 298-2222,338 RM 652 EAST,ORLA,TX,79770,United States,Yes,No,2,Yes
STEFFES METAL PRODUCTS,No,STEFFES METAL PRODUCTS,8,kbarron@steffes.com,(701) 456-7467,STEFFES METAL PRODUCTS,(701) 456-7467,3050 HWY 22 N,DICKINSON,ND,58601-9413,United States,Yes,No,2,No
STRATEGIC ENERGY PRODUCTS LLC,No,STRATEGIC ENERGY PRODUCTS LLC,9,marlaobrien@sep-usa.com,(432) 254-4803,STRATEGIC ENERGY PRODUCTS LLC,(432) 254-4803,"3915 W DAVIS ST. 
STE# 130",CONROE,TX,77304,United States,Yes,No,17,No
SULPHUR RIVER EXPLORATION,No,SULPHUR RIVER EXPLORATION,6,Acctg@sulphurriver.com,(903) 734-7248,SULPHUR RIVER EXPLORATION,(903) 734-7248,POB 948,GILMER,TX,75645,United States,Yes,No,2,No
SUMMIT VALVE SOLUTIONS,No,SUMMIT VALVE SOLUTIONS,10,accounting@summitvalves.com,(801) 253-8878,SUMMIT VALVE SOLUTIONS,(801) 253-8878,49 WEST 9000 SOUTH,SALT LAKE CITY,UT,84070,United States,Yes,No,2,No
SUNY RF,No,SUNY RF,3,cnsesffm@sunypoly.edu,(518) 956-7051,SUNY RF,(518) 956-7051,"THE RESEARCH FOUNDATION
BOX 9",ALBANY,NY,12201-0009,United States,Yes,No,2,No
SVI - SOUTHEASTERN VALVE INC,No,SVI - SOUTHEASTERN VALVE INC,10,medlock@svi-industrial.com,(704) 644-5165,SVI - SOUTHEASTERN VALVE INC,(704) 644-5165,POB 7850,CHARLOTTE,NC,28241,United States,Yes,No,11,Yes
SWANSON FLO,No,SWANSON FLO,10,accountspayable@swansonflo.com,(763) 383-4700,SWANSON FLO,(763) 383-4700,151 Cheshire Ln N Ste 700,Plymouth,MN,55441,United States,Yes,No,2,No
SWENT FABRICATION & MACHINE LTD,No,SWENT FABRICATION & MACHINE LTD,10,office@swentltd.com,(905) 776-2620,SWENT FABRICATION & MACHINE LTD,(905) 776-2620,4816 RAINHAM ROAD,SELKIRK,ONTARIO,NPA 1PO,Canada,Yes,No,11,No
SYST USA CORP,No,SYST USA CORP,10,,,SYST USA CORP,,9741 SW 123 STREET,MIAMI,FL,33166,United States,Yes,No,11,Yes
TAMINCO US LLC,No,TAMINCO US LLC,2,USPOINV@EASTMAN.COM,(225) 642-3192,TAMINCO US LLC,(225) 642-3192,"A SUBSIDIARY OF EASTMAN CHEMICAL CO
ACCTS PAYABLE DEPT
POB 511",KINGSPORT,TN,37662,United States,Yes,No,2,Yes
TARGA RESOURCES,No,TARGA RESOURCES,6,invoices@targaresources.com,7135841500,TARGA RESOURCES,7135841500,"ACCOUNTS PAYABLE
811 LOUISIANA STREET
STE #2100",HOUSTON,TX,77002,United States,Yes,No,2,No
TECHNOLOGIES INTERNATIONAL,No,TECHNOLOGIES INTERNATIONAL,8,,,TECHNOLOGIES INTERNATIONAL,,3149 BROADWAY STE# 16,NEW YORK,NY,10027,United States,Yes,No,11,No
TECH-QUIP INC.,No,TECH-QUIP INC.,10,sflorrow@techquip.com,(281) 484-4830,TECH-QUIP INC.,(281) 484-4830,PO BOX 890649,HOUSTON,TX,77289,United States,Yes,No,2,No
TENCARVA MACHINERY COMPANY,No,TENCARVA MACHINERY COMPANY,10,dkirkman@tencarva.com,,TENCARVA MACHINERY COMPANY,,1115 PLEASANT RIDGE ROAD,GREENSBORO,NC,27409,United States,Yes,No,2,Yes
TEXAS EASTERN/SPECTRA ENERGY,No,TEXAS EASTERN/SPECTRA ENERGY,6,kyle.warner@enbridge.com,(318) 396-1238,TEXAS EASTERN/SPECTRA ENERGY,(318) 396-1238,309 WORTHEY RD,WEST MONROE,LA,71291,United States,Yes,No,11,Yes
TFE GROUP INC,No,TFE GROUP INC,10,christelle.smith@grouptfe.com,8323976740,TFE GROUP INC,8323976740,1416 NORTH SAM HOUSTON PKWY EAST STE# 180,HOUSTON,TX,77032,United States,Yes,No,2,No
THANH NGUYEN TECHNOLOGY EQUIPMENT,No,THANH NGUYEN TECHNOLOGY EQUIPMENT,10,,,THANH NGUYEN TECHNOLOGY EQUIPMENT,,"WASECO TOWER
10 PHO QUANG STR WARD 2",TAN BINH DIST,HOCKIMINH CITY,,Vietnam,Yes,No,2,Yes
THE BLYTHE COMPANY (SC),No,THE BLYTHE COMPANY (SC),10,ann@theblythecompany.com,7048431960,THE BLYTHE COMPANY (SC),7048431960,9485 OLD BAILES RD,FORT MILLS,SC,29707,United States,Yes,No,2,No
THERMOGEN POWER SERVICES,No,THERMOGEN POWER SERVICES,10,,,THERMOGEN POWER SERVICES,,210-1200 ST JACQUES,MONTREAL,QUEBEC,H3C 0E9,Canada,Yes,No,11,Yes
THOMPSON EQUIPMENT COMPANY,No,THOMPSON EQUIPMENT COMPANY,10,APinvoices@teco-inc.com,(504) 833-6381,THOMPSON EQUIPMENT COMPANY,(504) 833-6381,PO BOX 4189,NEW ORLEANS,LA,70178,United States,Yes,No,2,Yes
THURMOND MCGLOTHLIN LLC,No,THURMOND MCGLOTHLIN LLC,10,tammyc@tmems.com,(806) 228-7108,THURMOND MCGLOTHLIN LLC,(806) 228-7108,POB 2358,PAMPA,TX,79066-2358,United States,Yes,No,2,No
TOA INSTRUMENTACION INDUSTRIAL,No,TOA INSTRUMENTACION INDUSTRIAL,10,ciacontrolac@aim.com,(956) 843-8289,TOA INSTRUMENTACION INDUSTRIAL,(956) 843-8289,"NUEVA CASTILLA NO. 4205 FRACC
RESIDENTIAL LINCOLN C.P.",NUEVO LEON,64310,64020,Mexico,Yes,No,11,Yes
TOOLPUSHERS SUPPLY CO,No,TOOLPUSHERS SUPPLY CO,10,tps.ap@truecos.com,(307) 266-0484,TOOLPUSHERS SUPPLY CO,(307) 266-0484,POB 1714,CASPER,WY,82602,United States,Yes,No,2,No
TOPS PIPELINE LLC,No,TOPS PIPELINE LLC,6,ap@alignmidstream.com,(281) 989-4787,TOPS PIPELINE LLC,(281) 989-4787,600 TRAVIS ST. SUITE 5500,HOUSTON,TX,77002,United States,Yes,No,2,No
TOWN OF LOGANSPORT,No,TOWN OF LOGANSPORT,4,,(318) 272-2577,TOWN OF LOGANSPORT,(318) 272-2577,POB 400,LOGANSPORT,LA,71049,United States,Yes,No,2,No
TOWN OF OCEAN CITY,No,TOWN OF OCEAN CITY,4,mshowell@oceancitymd.gov,(410) 524-6762,TOWN OF OCEAN CITY,(410) 524-6762,6405 SEA BAY DRIVE,OCEAN CITY,MD,21842,United States,Yes,No,2,No
TRAC,No,TRAC,3,,(979) 357-2243,TRAC,(979) 357-2243,17654 FORDTRAN BLVD,INDUSTRY,TX,78944,United States,Yes,No,2,Yes
TRECORA CHEMICAL,No,TRECORA CHEMICAL,2,ap@trecchem.com,(281) 474-7500,TRECORA CHEMICAL,(281) 474-7500,12500 BAY AREA BLVD,PASADENA,TX,77507,United States,Yes,No,2,No
TREMCO CPG MANUFACTURING CORP,No,TREMCO CPG MANUFACTURING CORP,3,JCOLLINS@TREMCOINC.COM,(430) 216-8913,TREMCO CPG MANUFACTURING CORP,(430) 216-8913,2733 STATE HWY 31 W,CORSICANA,TX,75109,United States,Yes,No,2,Yes
TRICOR REFINING,No,TRICOR REFINING,2,nikkit@tricorrefining.com,661.393.7110,TRICOR REFINING,661.393.7110,POB 5877,BAKERSFIELD,CA,93388-5877,United States,Yes,No,2,No
TRINOVA INC.,No,TRINOVA INC.,9,alap@TriNovaInc.com,(251) 378-7837,TRINOVA INC.,(251) 378-7837,4485 LAUGHLIN DRIVE S,MOBILE,AL,36693,United States,Yes,No,2,No
TRUE OIL,No,TRUE OIL,6,matt.alexander@truecoast.com,(406) 478-7080,TRUE OIL,(406) 478-7080,14080 14th STREET NW,ARNEGARD,ND,58835,United States,Yes,No,11,Yes
TYSON FARMS,No,TYSON FARMS,3,APHanceville@tyson.com,(256) 970-6126,TYSON FARMS,(256) 970-6126,"RIVER VALLEY INGREDIENTS
POB 429",HANCEVILLE,AL,35077,United States,Yes,No,2,No
UCOR URS,No,UCOR URS,3,Lindsay.Smith@ettp.doe.gov,(865) 241-2418,UCOR URS,(865) 241-2418,POB 4699,OAK RIDGE,TN,37831,United States,Yes,No,11,No
UGI DEVELOPMENT,No,UGI DEVELOPMENT,4,accountspayable@ugies.com,(570) 542-2780,UGI DEVELOPMENT,(570) 542-2780,835 KNITTING MILLS WAY,WYOMISSING,PA,19610,United States,Yes,No,2,Yes
UNISYS MIDDLE EAST & AFRICA,No,UNISYS MIDDLE EAST & AFRICA,10,rhoskins@sullivanprocess.com,,UNISYS MIDDLE EAST & AFRICA,,"UNIT# G1-21
POB 2641",AJMAN FREE ZONE,AJAMAN,,United Arab Emirates,Yes,No,2,Yes
UNITED INDUSTRIAL RESOURCES,No,UNITED INDUSTRIAL RESOURCES,10,frank.costello64@yahoo.com,(713) 834-5764,UNITED INDUSTRIAL RESOURCES,(713) 834-5764,9688 WESTHEIMER STE# 200-205,HOUSTON,TX,77063,United States,Yes,No,2,Yes
UNIVERSAL TRADING SERVICES,No,UNIVERSAL TRADING SERVICES,10,,,UNIVERSAL TRADING SERVICES,,80 STOOPS LANE,BESSACARR,DONCASTER,DN4 7RY,United Kingdom,Yes,No,2,Yes
URBAN OIL AND GAS,No,URBAN OIL AND GAS,6,krasmussen@urbanoilandgas.com,(435) 636-2402,URBAN OIL AND GAS,(435) 636-2402,POB 211 ELMO,ELMO,UT,84521,United States,Yes,No,2,Yes
US NITROGEN LLC,No,US NITROGEN LLC,2,invoicing-usn@austinpowder.com,(423) 422-2040,US NITROGEN LLC,(423) 422-2040,471 POTTERTOWN ROAD,MIDWAY,TN,37809,United States,Yes,No,2,Yes
VALIN CORP,No,VALIN CORP,10,nhenry@valin.com,(480) 336-2602,VALIN CORP,(480) 336-2602,POB 270420,ST LOUIS,MO,63127-0420,United States,Yes,No,2,Yes
VALLEN DISTRIBUTION,No,VALLEN DISTRIBUTION,10,ap@vallen.com,(678) 746-1450,VALLEN DISTRIBUTION,(678) 746-1450,CALLER SERVICE 1819,ALPHARETTE,GA,30023,United States,Yes,No,2,No
VALVE & INSTRUMENT EXPRESS LLC,No,VALVE & INSTRUMENT EXPRESS LLC,10,ginny@fourtotwenty.com,(908) 403-7048,VALVE & INSTRUMENT EXPRESS LLC,(908) 403-7048,POB 5072,BASKING RIDGE,NJ,07920,United States,Yes,No,2,No
VALVE RECONDITIONING SERVICE,No,VALVE RECONDITIONING SERVICE,10,acarbonaro@vrsinc.net,(313) 928-5980,VALVE RECONDITIONING SERVICE,(313) 928-5980,17180 FRANCIS,MELVINDALE,MI,48122,United States,Yes,No,2,No
VAOS LTD.,No,VAOS LTD.,8,,,VAOS LTD.,,99 LEVEL 3. MILL STREET,QRM3100,,,Malta,Yes,No,11,Yes
VENERGY GROUP,No,VENERGY GROUP,8,AP@venergygroup.com,(772) 468-0053,VENERGY GROUP,(772) 468-0053,3130 SEMINOLE ROAD,FORT PIERCE,FL,34951,United States,Yes,No,2,No
VERITAS GAS PROCESSING,No,VERITAS GAS PROCESSING,8,accounting@jasperventuresinc.com,,VERITAS GAS PROCESSING,,101 GLENDA ST,WHITEHOUSE,TX,75791,United States,Yes,No,2,No
VESCO,No,VESCO,10,vescoinvoices@reagan.com,(580) 256-2569,VESCO,(580) 256-2569,POB 246,WOODWARD,OK,73802,United States,Yes,No,11,No
VESCO INC.,No,VESCO INC.,10,VESCOINVOICES@REAGAN.COM,(580) 256-2569,VESCO INC.,(580) 256-2569,PO BOX 246,WOODWARD,OK,73802,United States,Yes,No,11,No
VP SALES & MANUFACTURING L.P.,No,VP SALES & MANUFACTURING L.P.,10,,(361) 664-2999,VP SALES & MANUFACTURING L.P.,(361) 664-2999,2733 HWY 44 WEST,ALICE,TX,78332,United States,Yes,No,2,No
VRC PROTX LLC,No,VRC PROTX LLC,10,ap@vrcprotx.com,(248) 658-9251,VRC PROTX LLC,(248) 658-9251,26511 HARDING,OAK PARK,MI,48237,United States,Yes,No,2,Yes
W.R. GRACE & CO.,No,W.R. GRACE & CO.,2,AccountsPayable.GOC@grace.com,(423) 697-8258,W.R. GRACE & CO.,(423) 697-8258,POB 429,COLUMBIA,MD,21045,United States,Yes,No,2,No
WARE INC,No,WARE INC,10,accounts.payable@wareinc.com,(502) 962-0978,WARE INC,(502) 962-0978,4005 PRODUCE ROAD,LOUISVILLE,KY,40218,United States,Yes,No,2,No
WARRIOR SUPPLY INC,No,WARRIOR SUPPLY INC,1,staton@warriorsupply.com,(830) 672-6400,WARRIOR SUPPLY INC,(830) 672-6400,POB 4989,VICTORIA,TX,77903,United States,Yes,No,2,No
WEIDMANN ELECTRICAL TECH,No,WEIDMANN ELECTRICAL TECH,10,ap.weti-usasj@weidmann-group.com,(937) 652-1220,WEIDMANN ELECTRICAL TECH,(937) 652-1220,"POB 903
ONE GORDON MILLS WAY",ST JONESBURY,VT,05819-0903,United States,Yes,No,2,No
WEISS INDUSTRIAL,No,WEISS INDUSTRIAL,9,Accounting@WeissIndustrial.com,(412) 344-1500,WEISS INDUSTRIAL,(412) 344-1500,"300 MT LEBANON BLVE
STE# 2202",PITTSBURGH,PA,15234,United States,Yes,No,2,Yes
WELLHEAD SERVICES,No,WELLHEAD SERVICES,9,AccountsPayable@Wellhead.com,(916) 447-5171,WELLHEAD SERVICES,(916) 447-5171,650 BERCUT DRIVE STE C,SACRAMENTO,CA,95811,United States,Yes,No,2,Yes
WEST MECHANICAL,No,WEST MECHANICAL,9,shawn.west@westmechanicalservice.com,(270) 702-7700,WEST MECHANICAL,(270) 702-7700,80 WEST CALVERT LANE,ISLAND,KY,42350,United States,Yes,No,11,Yes
WESTERN PROCESS CONTROLS PTY LTD,No,WESTERN PROCESS CONTROLS PTY LTD,10,FangFangW@wpc.com.au,618 9455 3590,WESTERN PROCESS CONTROLS PTY LTD,618 9455 3590,1 HARVARD WAY,CANNING VALE,WA,6155,United States,Yes,No,2,Yes
WESTERN STATES AUTOMATION,No,WESTERN STATES AUTOMATION,9,accounting@westernstatesautomation.com,(866) 473-2747,WESTERN STATES AUTOMATION,(866) 473-2747,POB 46033,BOISE,ID,83711,United States,Yes,No,2,No
WESTROCK,No,WESTROCK,9,POInvoices@westrock.com,(904) 330-3115,WESTROCK,(904) 330-3115,POB 100084,DULUTH,GA,30096,United States,Yes,No,2,No
WGS EQUIPMENT & CONTROLS INC,No,WGS EQUIPMENT & CONTROLS INC,10,lynn@wgsequipment.com,(610) 459-8800,WGS EQUIPMENT & CONTROLS INC,(610) 459-8800,"3060 PLAZA DRIVE, SUITE 110",GARNET VALLEY,PA,19060,United States,Yes,No,2,No
WHEELABRATOR FALLS INC.,No,WHEELABRATOR FALLS INC.,3,APInvoices@win-waste.com,(215) 736-1760,WHEELABRATOR FALLS INC.,(215) 736-1760,"90 ARBORETUM DRIVE, SUITE 300",PORTSMOUTH,NH,03801,United States,Yes,No,2,Yes
WHITCO Instument Sales & Service,No,WHITCO Instument Sales & Service,10,hfholmes@att.net,(432) 639-2086,WHITCO Instument Sales & Service,(432) 639-2086,POB 65,IRAAN,TX,79744,United States,Yes,No,2,No
WHITCO SUPPLY,No,WHITCO SUPPLY,1,ap@whitcosupply.com,(337) 837-2440,WHITCO SUPPLY,(337) 837-2440,200 N MORGAN AVENUE,BROUSSARD,LA,70518,United States,Yes,No,2,No
