Item Name/Number,Display Name/Code,Vendor Name/Code,Primary Units Type Internal ID,Primary Units Type,Primary Stock Unit,Primary Purchase Unit,Primary Consumption Unit,Primary Sales Unit,Description,Department,Location,PACKAGING/FINISHING INSTRUCTIONS,PACKAGING/FINISHING INSTRUCTIONS COMMENTS,P & S INSTRUCTIONS,PRODUCTION & SPECIAL INSTRUCTIONS,P & S COMMENTS,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Purchase Description,Use Bin,Item Weight,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
5027,"Butt Cut Tape d/c PET splicing tape, Checkerboard 10mm x 20mm x 36Yd",5027,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Butt Cut Tape - d/c PET splicing tape, Checkerboard - 10mm x 20mm x 36Yd",,Strouse-HQ,"Number Across Run/Finish –  7/1
Where Finished –  On Press
Length per Roll/Unit – 36 Yd
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 0.75""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  8 x 8 x 8
Qty. Per Box – 50 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Use 3"" PLAIN paper cores (no Strouse markings on cores or core labels; box label is OK)

Use core label format ""5027 core""

Core labels must say NOYA VERA","Core  –  3"" Paper 1/8"" White Brown
Width – 0.75""
Number Across Run/FInish –  7/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 0.75""
Number Across Run/FInish –  7/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,36.65,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: 199 Red
  Ink Type: Alcohol
  Anilox: 200
  Print Cylinder: 65
  Vendor: ",,
5076,Splice Tape Butt Cut Black Paper Splicing Tape 25mm x 19mm,MOQ,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Splice Tape - Butt Cut Black Paper Splicing Tape - 25mm x 19mm,,Strouse-HQ,"Number Across Run/Finish –  7/1
Where Finished –  Web Techniques
Length per Roll/Unit – 84'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 0.75""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Rolls
Box Size –  12 x 12 x 10
Qty. Per Box – 25 Rolls
Weight/box – 7
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" White Brown
Width – 0.75""
Number Across Run/FInish –  7/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  84'
Finish – Web Techniques
Application – Hand","Core  –  3"" Paper 1/8"" White Brown
Width – 0.75""
Number Across Run/FInish –  7/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  84'
Finish – Web Techniques
Application – Hand",Can use film or regular ink.,Can use film or regular ink.,TRUE,Average,Default Cost Category,,TRUE,,10.32,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Film III Black
  Ink Type: Water
  Anilox: 200
  Print Cylinder: 48
  Vendor: ",,New estimate-55167. Changed material to Avery Spec 19298. Liner still 3mil. Old material 03146 currently not available .7/7/2022--DDebus
5097,"Masking Tape 3M 231 1.5"" x 60Yd",T0213,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Masking Tape - 3M 231 - 1.5"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  36/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 1.5""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  14 x 14 x 14
Qty. Per Box – 24 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 0.180"" Brown Brown
Width – 1.5""
Number Across Run/FInish –  36/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand","Core  –  3"" Paper 0.180"" Brown Brown
Width – 1.5""
Number Across Run/FInish –  36/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,8.75,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5140,"Tape 3M 232 Masking Tape 4"" x 60Yd",TO607,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Tape - 3M 232 Masking Tape - 4"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  14/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 3.937""
Core Label – Yes 3M 232
Dividers – Paper - 6"" x 3"" Cir
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  AS RECEIVED
Qty. Per Box – 8 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core label should read 3M 232 (Format = 5140 core)

1.  Place core label inside core of each roll.
2.  Place paper circle on bottom in bag, between each roll and on top
         ( Use small tube stack tool ).
3.  Tuck bag in top of core, add Core Dot (3 4/10 "") on plastic to cover 
          hole of roll.
4.  Place total of 8 rolls in box.   Add air pillows.
","Core  –  3"" Paper 0.180"" Brown Brown
Width – 3.937""
Number Across Run/FInish –  14/1
Core Label – Yes 3M 232
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand","Core  –  3"" Paper 0.180"" Brown Brown
Width – 3.937""
Number Across Run/FInish –  14/1
Core Label – Yes 3M 232
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,22.43,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5148,Masking Tape 3M 2307 72mm x 55m,,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Masking Tape - 3M 2307 - 72mm x 55m,,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 180'
Core Type –  N/A
Core Width – 2.83 mm
Core Label – No
Dividers – As Received
Bag Size – 
Qty. Per Bag – As Received 
Box Size –  12 x 12 x 13
Qty. Per Box – As Received 
Weight/box – 0
Box Per Pallet – As Received
Pallet Type – ",BOXED ITEM ,"Core  –  N/A
Width – 2.83 mm
Number Across Run/FInish –  1/1
Core Label – No
±10% –  ask
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Ask
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – Off Press
Application – Hand","Core  –  N/A
Width – 2.83 mm
Number Across Run/FInish –  1/1
Core Label – No
±10% –  ask
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Ask
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – Off Press
Application – Hand",BOXED ITEM ,BOXED ITEM ,TRUE,Average,Default Cost Category,,TRUE,,5.65,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
5169,"Slit Tape 3M 231, Green Plastic Core 0.125"" x 60Yd",5169,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 231, Green Plastic Core - 0.125"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  450/1
Where Finished –  On Press
Length per Roll/Unit – 180'
Core Type –  3"" Plastic 0.10"" Color HDPE
Core Width – 0.125""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 100 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box – 500 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",Green plastic core,"Core  –  3"" Plastic 0.10"" Color HDPE
Width – 0.125""
Number Across Run/FInish –  450/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – On Press
Application – ","Core  –  3"" Plastic 0.10"" Color HDPE
Width – 0.125""
Number Across Run/FInish –  450/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,1.06,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5201,"Printed Tape 3M 3903, printed Black with ""CM"" 1"" x 50Yd",STR3M-3903-CM,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Tape - 3M 3903, printed Black with ""CM"" - 1"" x 50Yd",,Strouse-HQ,"Number Across Run/Finish –  5/1
Where Finished –  On Press
Length per Roll/Unit – 50 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 1""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 12 Rolls
Box Size –  12 x 12 x 10
Qty. Per Box – 48 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" Strouse Brown
Width – 1""
Number Across Run/FInish –  5/1
Core Label – No
±10% –  No
Unwind Dir. Run – 3
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  50 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 1""
Number Across Run/FInish –  5/1
Core Label – No
±10% –  No
Unwind Dir. Run – 3
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  50 Yd
Finish – On Press
Application – ","3M 3903 must be refrigerated 24 hours before laminating to liner.  Do not remove from refrigerator until press is set up and ready to run the material.  DO NOT FREEZE THE MATERIAL!
Plates are in flat drawer #4","3M 3903 must be refrigerated 24 hours before laminating to liner.  Do not remove from refrigerator until press is set up and ready to run the material.  DO NOT FREEZE THE MATERIAL!
Plates are in flat drawer #4",TRUE,Average,Default Cost Category,,TRUE,,33.08,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black SS-901
  Ink Type: PVC
  Anilox: 320
  Print Cylinder: 70
  Vendor: ",,
5253,"Tape Printed "" DO NOT REMOVE UNTIL CUSTOMER DELIVERY"" 12mm",,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Tape - Printed "" DO NOT REMOVE UNTIL CUSTOMER DELIVERY"" - 12mm",,Strouse-HQ,"Number Across Run/Finish –  12/
Where Finished –  On Press
Length per Roll/Unit – 1,000 Yd
Core Type –  3"" Paper (1/8"" wall)
Core Width – 0.47 mm
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  14 x 14 x 10
Qty. Per Box – 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",Creates CAT# 15322,"Core  –  3"" Paper (1/8"" wall)
Width – 0.47 mm
Number Across Run/FInish –  12/
Core Label – No
±10% –  
Unwind Dir. Run – 3
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Continuous
Partial Case –  
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  1,000 Yd
Finish – On Press
Application – ","Core  –  3"" Paper (1/8"" wall)
Width – 0.47 mm
Number Across Run/FInish –  12/
Core Label – No
±10% –  
Unwind Dir. Run – 3
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Continuous
Partial Case –  
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  1,000 Yd
Finish – On Press
Application – ","Do not use Acid plate goes on 65T cylinder.
Plates are in flat drawer #4 by the plate maker
","Do not use Acid plate goes on 65T cylinder.
Plates are in flat drawer #4 by the plate maker
",TRUE,Average,Default Cost Category,,TRUE,,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black Propaline
  Ink Type: Special
  Anilox: 400
  Print Cylinder: 65
  Vendor: ",,
5258,"Tape Feather Edge Crepe Masking 3/4"" x 60Yd",2364LAM,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Tape - Feather Edge Crepe Masking - 3/4"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  4/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 0.750""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 10 Rolls
Box Size –  23 x 23 x 3 Cake
Qty. Per Box – 40 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" White Brown
Width – 0.750""
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Ask
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 0.750""
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Ask
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ",Please use tape guide marked JJ 5258 for this job located on top cabinet at A2.,Please use tape guide marked JJ 5258 for this job located on top cabinet at A2.,TRUE,Average,Default Cost Category,,TRUE,,25.93,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5309,"Printed Tape White Vinyl Tape Printed ""INTERNAL FMED INSTALLED"" 2"" X 50Yd",3M3903-FMED,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Tape - White Vinyl Tape Printed ""INTERNAL FMED INSTALLED"" - 2"" X 50Yd",,Strouse-HQ,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 50 Yd
Core Type –  3"" Paper (1/8"" wall)
Core Width – 2.0""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  14 x 14 x 14
Qty. Per Box – 24 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",Put end user PO#( Ship to Specs) on the box and core labels.,"Core  –  3"" Paper (1/8"" wall)
Width – 2.0""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – 1
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  50 Yd
Finish – On Press
Application – ","Core  –  3"" Paper (1/8"" wall)
Width – 2.0""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – 1
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  50 Yd
Finish – On Press
Application – ","** If no Warm Red is available the color needed can be achieved using 14 parts Yellow to 2 parts 199 Red.
-3M 3903 must be refrigerated 24 hours before laminating to liner.  Do not remove from refrigerator until press is set up and ready to run the material.  DO NOT FREEZE THE MATERIAL!","** If no Warm Red is available the color needed can be achieved using 14 parts Yellow to 2 parts 199 Red.
-3M 3903 must be refrigerated 24 hours before laminating to liner.  Do not remove from refrigerator until press is set up and ready to run the material.  DO NOT FREEZE THE MATERIAL!",TRUE,Average,Default Cost Category,,TRUE,,58.5,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: 1375C
  Ink Type: PVC
  Anilox: 
  Print Cylinder: 65
  Vendor: 

Ink 2
  Color: orange
  Ink Type: 
  Anilox: 
  Print Cylinder: 
  Vendor: 

Ink 3
  Color: mix warm red and 
  Ink Type: 
  Anilox: 
  Print Cylinder: 
  Vendor: 

Ink 4
  Color: yellow
  Ink Type: 
  Anilox: 
  Print Cylinder: 
  Vendor: ",,
5312,"Perforated Roll 1/8"" thick Black PE Foam Perforated Every 7"" 1"" x 100'",10487275,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Perforated Roll - 1/8"" thick Black PE Foam Perforated Every 7"" - 1"" x 100'",,Strouse-HQ,"Number Across Run/Finish –  6/1
Where Finished –  On Press
Length per Roll/Unit – 100'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.0""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  11 x 11 x 8
Qty. Per Box – 12 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" White Brown
Width – 1.0""
Number Across Run/FInish –  6/1
Core Label – Yes
±10% –  yes
Unwind Dir. Run – Foam Out
Unwind Dir. Finish –  Foam Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  100'
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 1.0""
Number Across Run/FInish –  6/1
Core Label – Yes
±10% –  yes
Unwind Dir. Run – Foam Out
Unwind Dir. Finish –  Foam Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  100'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,18.64,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5322,Tape 3M 2693 Masking 5mm x 55m,10857903,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Tape - 3M 2693 Masking - 5mm x 55m,,Strouse-HQ,"Number Across Run/Finish –  284/1
Where Finished –  On Press
Length per Roll/Unit – 180'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 0.197""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 36 Rolls
Box Size –  8 x 8 x 8
Qty. Per Box – 144 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Must ship Full Cases Only, they can not accept partial cases!!","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.197""
Number Across Run/FInish –  284/1
Core Label – No
±10% –  no
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – On Press
Application – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.197""
Number Across Run/FInish –  284/1
Core Label – No
±10% –  no
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,2.68,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5395,Tape Butt cut Silver splice 19mm x 19mm x 72Yd,SPLICING,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Tape - Butt cut Silver splice - 19mm x 19mm x 72Yd,,Strouse-HQ,"Number Across Run/Finish –  8/1
Where Finished –  On Press
Length per Roll/Unit – 216'
Core Type –  3"" Paper (1/8"" wall)
Core Width – 0.748""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  12 x 12 x 12
Qty. Per Box – 8 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper (1/8"" wall)
Width – 0.748""
Number Across Run/FInish –  8/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  216'
Finish – On Press
Application – ","Core  –  3"" Paper (1/8"" wall)
Width – 0.748""
Number Across Run/FInish –  8/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  216'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,83.33,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
